"Fernanda Bezerra",1334,678.3
"Jorge Farias",2538,346.66
"Daniel Correia",4454,934.24
"Matheus Morais",1765,847.17
"Estela Assis",2466,587.48
"Lorena Castro",3055,727.98
"Kátia Xavier",1030,409.3
"Diego Cavalcanti",2223,172.74
"Yasmin Amorim",1922,722.86
"Carlos Amaral",3011,992.9
"Eduardo Teixeira",4534,173.1
"Diego Coelho",2761,959.07
"William Silva",5938,772.99
"Priscila Magalhães",6735,239.75
"Sueli Cruz",6251,783.1
"Renan Maia",1511,973.8
"Yasmin Correia",4874,257.04
"Jacqueline Castro",5513,780.26
"Camila Castro",4562,387.82
"Cristina Nogueira",5481,567.19
"Raquel Rezende",5107,687.39
"Gabriel Pacheco",4649,366.85
"Sônia Mendes",3845,944.01
"Lucas Meireles",2290,304.25
"Fabiana Sá",4520,558.4
"Rafael Bezerra",6800,676.24
"Sofia Barros",5910,198.08
"Clara Rezende",5576,513.44
"Luciana Carvalho",3539,109.03
"Rafael Valentim",5147,683.17
"Simone Domingues",1353,606.56
"Juliana Aguiar",1467,635.64
"Rafael Bezerra",6800,679.95
"Rebeca Soares",2034,918.6
"William Peixoto",4158,580.02
"Felipe Castro",5516,45.61
"Natália Martins",1530,49.37
"Karen Viana",2651,223.83
"Larissa Ferreira",5454,115.79
"Karen Costa",4572,266.32
"Patrícia Macedo",4858,966.04
"Fabiana Cavalcanti",2787,470.29
"Fábio Queiroz",6071,965.64
"Murilo Couto",3223,889.88
"Marcelo Valente",5691,21.77
"Thiago Jesus",6333,422.06
"Marta Esteves",6568,519.36
"Lívia Jesus",2661,29.11
"Emerson Passos",5553,70.43
"Hugo Fernandes",1020,311.01
"Hugo Azevedo",3166,351.5
"Leonardo Ferreira",6155,333.31
"Roberta Ramos",3308,993.66
"Flávia Garcia",6867,42.42
"Gustavo Araújo",4425,232.13
"Estela Teixeira",5359,913.47
"Elaine Farias",2323,446.95
"Rebeca Ribeiro",5152,627.77
"Rafael Barbosa",5142,541.52
"Flávio Domingues",4882,719.43
"Matheus Jesus",3690,841.78
"Juliana Drumond",6424,497.11
"Wallace Jesus",2964,138.68
"Felipe Rodrigues",5926,441.0
"Michelle Fonseca",2866,341.27
"Stella Arruda",6762,506.03
"Jéssica Peixoto",6364,627.86
"Karen Fernandes",4644,629.72
"Joaquim Maciel",5491,304.45
"Beatriz Marinho",4370,905.37
"Marcelo Jesus",4671,942.43
"Flávia Chaves",6511,147.03
"Fábio Queiroz",6071,681.77
"Tatiane Severino",2741,707.64
"Priscila Teles",4358,733.95
"Giovana Viana",4027,538.81
"Jefferson Couto",6418,650.86
"Robson Oliveira",3893,207.28
"Pedro Amaral",6518,222.38
"Rodrigo Nascimento",3693,694.43
"Túlio Amorim",3578,154.08
"Beatriz Borges",3811,740.01
"Paula Viana",3704,588.87
"Marcelo Chaves",1820,515.63
"Vitor Couto",5825,987.24
"João Amorim",2565,897.2
"Flávio Fernandes",5446,204.05
"Yasmin Vieira",5556,874.08
"Manuela Antunes",4467,153.91
"Beatriz Borges",3811,396.6
"Rafael Torres",2513,237.1
"Thiago Neves",5858,987.47
"Sara Barros",3356,488.42
"Jacqueline Martins",1431,684.26
"Sara Pinto",2209,633.45
"Giovana Monteiro",1038,918.34
"Murilo Torres",2780,252.32
"Letícia Sales",2885,810.15
"Ricardo Valente",1799,229.86
"Tatiane Maia",4412,202.71
"Vitor Lacerda",6841,440.57
"Vinícius Ramos",2745,591.04
"Clara Rezende",5576,798.0
"Estela Jesus",5270,225.98
"Lucas Bittencourt",4122,58.9
"Murilo Amorim",5199,740.33
"William Tavares",4288,901.33
"Robson Silva",1171,12.11
"Gabriel Ramos",6768,227.02
"Giovana Abreu",1906,867.84
"Sueli Barros",1550,950.55
"Lívia Santos",6429,610.81
"Mariana Aguiar",2311,924.94
"Simone Abreu",2104,926.19
"Patrícia Bernardo",1250,309.53
"Paula Tavares",3043,125.78
"Aline Siqueira",3899,676.45
"Sônia Moreira",6386,818.69
"Caio Coelho",6186,81.64
"Simone Macedo",5813,796.17
"Camila Bernardo",3170,939.69
"Sueli Muniz",2178,961.46
"Jacqueline Xavier",5358,624.02
"Lívia Soares",2922,323.67
"Carlos Barbosa",3080,526.47
"Paulo Santos",3909,27.34
"Gustavo Bezerra",2059,347.82
"Jacqueline Mendes",5592,362.83
"Fabiana Teixeira",4599,354.54
"Sueli Almeida",3163,961.66
"Luciana Martins",5056,238.9
"Vitor Lima",3427,182.39
"Rafaela Carvalho",4809,599.39
"Flávio Magalhães",4340,292.64
"Wallace Jesus",2964,593.92
"Ingrid Abreu",1524,759.6
"Tatiane Barros",4063,861.44
"Tainá Santos",1500,224.18
"Letícia Meireles",6202,360.95
"Fabiana Passos",3237,52.81
"Camila Castro",4562,38.39
"Gabriele Queiroz",5804,26.82
"Rafaela Tavares",4474,128.37
"Diego Abreu",2563,822.44
"William Peixoto",6400,39.52
"Estela Jesus",5270,437.55
"Túlio Sá",2109,163.35
"Pedro Nascimento",5777,285.02
"Bianca Pacheco",5001,887.45
"Heitor Moreira",4437,967.8
"Luiza Chaves",1965,716.83
"Jorge Alves",3310,661.4
"Mariana Amorim",6434,713.92
"Daniel Freitas",1393,195.38
"Cristina Bittencourt",1684,222.95
"Patrícia Borges",2665,555.38
"Kátia Cardoso",3743,189.65
"Ingrid Maia",6391,243.06
"Gabriel Correia",3198,186.58
"Túlio Drumond",4587,169.11
"Murilo Coelho",1586,686.08
"Jéssica Magalhães",3808,528.89
"Juliana Muniz",6328,275.78
"Paula Lacerda",2700,338.49
"William Azevedo",4382,116.29
"Vivian Fernandes",4887,857.81
"Estela Morais",5901,47.35
"Priscila Xavier",5442,867.31
"Sônia Delgado",1001,360.22
"Daniel Valente",5225,146.43
"Gustavo Sales",3346,531.25
"Rodrigo Cruz",6730,923.0
"Fábio Ribeiro",3661,989.47
"Michelle Rocha",6713,743.76
"Samuel Gomes",5509,352.5
"Paula Farias",3073,394.91
"Jorge Maciel",1103,837.28
"Vinícius Passos",2153,309.77
"Raquel Nascimento",2915,104.41
"Heitor Serra",2838,304.69
"Vinícius Ramos",2745,447.63
"Marta Bezerra",1988,907.4
"Sueli Cavalcanti",2990,538.36
"Tatiana Carvalho",4206,503.93
"Caio Andrade",2382,112.88
"Murilo Rezende",4141,154.31
"Priscila Xavier",5442,395.67
"Juliana Drumond",6424,299.55
"Marcos Camargo",4725,491.73
"Simone Pereira",5258,750.84
"Murilo Rezende",4141,809.68
"Matheus Jesus",6925,715.75
"Jorge Maciel",1103,509.66
"Wallace Costa",2360,682.91
"Gabriele Bittencourt",4970,319.19
"Aline Tavares",1743,930.66
"Natália Silva",4661,431.58
"Fernanda Cavalcanti",5665,216.82
"Yasmin Vieira",5556,109.84
"Leonardo Novaes",6301,837.19
"Isabela Lima",4363,626.83
"Flávio Viana",1868,427.36
"Marcelo Queiroz",6124,859.71
"Rebeca Muniz",3604,92.18
"Thiago Ramos",3666,345.3
"Estela Siqueira",3091,117.71
"Beatriz Carvalho",6191,150.75
"Lucas Costa",6805,775.5
"Natália Melo",1971,568.8
"Cristina Soares",6693,103.97
"Joaquim Soares",6356,339.72
"André Assis",1584,534.15
"Rafaela Amorim",4201,119.97
"Tatiane Soares",5421,923.61
"Sueli Muniz",2178,711.72
"Isabela Delgado",3039,648.14
"Sueli Batista",6688,801.01
"Jefferson Muniz",1205,175.94
"Manuela Araújo",1495,914.62
"Gustavo Pacheco",3779,908.08
"Stella Passos",3542,195.51
"Helena Braga",1515,770.87
"Luiza Rezende",3840,502.76
"Caio Morais",6450,169.8
"Robson Ferreira",5431,505.62
"Fábio Severino",2752,27.09
"Wallace Torres",5398,135.87
"Jéssica Lacerda",1831,406.02
"Tainá Lacerda",5922,878.57
"Heitor Mendes",6915,700.5
"Lorena Rodrigues",4151,686.88
"Letícia Valente",5301,352.45
"Gabriele Sales",4203,245.39
"Rodrigo Valente",1838,129.92
"William Meireles",4018,357.67
"Rebeca Camargo",4528,666.81
"Helena Valente",4711,426.71
"Matheus Morais",1765,411.15
"Stella Moreira",5282,753.53
"Luciana Novaes",1966,245.61
"Priscila Barbosa",1415,917.82
"Sônia Cruz",3195,23.71
"Heitor Tavares",5174,246.93
"Rafaela Carvalho",4809,555.25
"Samuel Borges",1386,541.7
"Rafael Tavares",1929,275.12
"Sônia Magalhães",6879,415.18
"Fabiana Arruda",1504,127.5
"Nicolas Esteves",2050,146.85
"Clara Delgado",1485,910.37
"Flávio Moura",5350,439.75
"Túlio Fonseca",5753,575.38
"Túlio Drumond",4587,417.47
"Larissa Antunes",3733,241.94
"Samuel Alves",2623,121.44
"Túlio Coelho",6395,955.06
"Eduardo Maciel",4326,733.32
"Estela Magalhães",1007,545.07
"Daniel Santos",6049,794.71
"Felipe Fernandes",3153,26.32
"Gabriele Santos",5583,970.29
"Ricardo Valente",1799,375.64
"Beatriz Morais",2620,292.61
"Daniel Assis",2641,836.23
"Roberta Torres",1933,484.62
"Sônia Moreira",6386,434.26
"Natália Ramos",2434,456.22
"Simone Medeiros",6707,907.83
"Ricardo Farias",5371,193.61
"Pedro Macedo",4402,188.32
"Heitor Rodrigues",6722,864.08
"Luciana Meireles",3013,859.54
"Ricardo Pinto",2090,781.88
"Rodrigo Costa",6834,104.3
"Isabela Nascimento",3287,750.03
"Joaquim Mendes",3566,889.45
"Hugo Ribeiro",6774,536.1
"Felipe Oliveira",1260,778.61
"Vinícius Soares",2278,326.76
"Jorge Pacheco",4310,137.03
"Vinícius Neves",2577,339.79
"Manuela Rezende",5420,580.39
"Raquel Macedo",4797,164.67
"Jéssica Xavier",5065,689.22
"Beatriz Meireles",4651,603.57
"Larissa Queiroz",3301,439.15
"Estela Maia",1984,914.85
"Felipe Xavier",6864,137.78
"Vitor Passos",1778,388.62
"Rodrigo Lima",3060,82.28
"Renata Ferreira",2590,684.82
"Matheus Morais",1765,392.59
"Tainá Garcia",6260,657.68
"Heitor Rezende",3858,766.24
"Natália Fernandes",6013,129.67
"Nicolas Neves",3993,290.59
"Sabrina Queiroz",2267,57.89
"Gabriele Batista",5582,29.76
"Roberta Ribeiro",3400,40.47
"Matheus Dias",3942,748.31
"Sueli Barros",1550,919.17
"Marcos Peixoto",2828,440.79
"Túlio Amorim",3578,649.55
"Vitor Drumond",6044,679.16
"Rafael Almeida",4932,105.77
"Giovana Maia",4405,289.93
"Lucas Amorim",5486,862.97
"Murilo Coelho",1586,495.13
"Beatriz Lima",4313,165.33
"Vinícius Figueiredo",5465,380.07
"Vitor Xavier",6785,216.74
"Rebeca Pereira",5298,177.71
"Clara Passos",1328,329.82
"Gabriel Souza",1547,692.84
"Raquel Passos",3719,231.52
"Luiza Valente",6310,375.66
"Leonardo Teles",4708,940.13
"Jefferson Almeida",4561,272.78
"Juliana Muniz",6328,886.46
"Gustavo Souza",5267,457.1
"Kátia Marinho",2494,44.72
"Vinícius Muniz",3585,993.56
"Joaquim Amorim",2429,428.75
"Leonardo Arruda",2988,435.82
"Patrícia Soares",6918,196.18
"Tainá Garcia",6260,980.79
"Jacqueline Bonfim",4298,833.74
"Rodrigo Rezende",4393,59.7
"Jéssica Muniz",6905,157.63
"Ana Magalhães",4907,45.29
"Robson Garcia",1909,148.45
"Rafael Monteiro",4283,62.32
"Igor Valente",6727,990.93
"Letícia Magalhães",2025,548.1
"Juliana Monteiro",5572,170.17
"Sônia Torres",6367,262.66
"Jorge Alves",3310,963.37
"Caio Medeiros",6368,761.61
"Nicole Bezerra",3167,539.25
"Tatiana Neves",5757,550.13
"Manuela Novaes",2971,743.98
"Emerson Oliveira",6405,282.22
"Letícia Freitas",1293,178.2
"Karen Castro",6660,264.12
"Heitor Castro",6255,617.6
"Jéssica Vieira",6563,338.11
"Tainá Macedo",3678,898.14
"Jacqueline Ribeiro",6616,328.35
"Daniel Assis",2641,536.51
"Jacqueline Mendes",5592,974.18
"Vivian Novaes",1793,934.88
"Renata Barros",3440,927.12
"Luciana Valentim",6889,296.83
"William Peixoto",6400,654.5
"Ana Jesus",4793,745.32
"Robson Antunes",2496,420.0
"Roberta Jesus",2862,158.23
"Renata Peixoto",2646,720.97
"Nicolas Magalhães",3962,704.98
"Vinícius Figueiredo",5465,501.5
"Hugo Camargo",1848,144.12
"Kátia Xavier",1030,150.96
"Heitor Dias",1729,137.41
"Stella Gomes",1362,285.65
"Jéssica Peixoto",6364,256.71
"Hugo Domingues",2813,620.1
"Simone Valentim",4549,320.53
"Estela Fonseca",2216,768.17
"Estela Pereira",1762,737.86
"Rodrigo Lima",3060,572.23
"André Peixoto",4274,356.63
"Gustavo Xavier",6318,114.53
"Tatiane Soares",5421,352.41
"Lívia Jesus",2148,8.22
"Jefferson Barbosa",2169,962.83
"Rafael Torres",2513,805.96
"Helena Amaral",3806,776.21
"Joaquim Ribeiro",3277,182.17
"Natália Amorim",1537,295.83
"Emerson Oliveira",6405,406.35
"Vivian Oliveira",4062,324.45
"Murilo Torres",2780,58.79
"Marta Esteves",6568,834.13
"Manuela Muniz",5416,236.73
"Giovana Abreu",1139,475.29
"Jefferson Cardoso",2832,586.81
"Rebeca Peixoto",2575,93.49
"Hugo Arruda",5227,942.49
"Bruna Tavares",3918,6.87
"Manuela Soares",1678,125.19
"Vanessa Cardoso",2977,418.17
"Murilo Torres",3068,39.22
"Raquel Macedo",5162,613.51
"Tatiana Antunes",3506,787.31
"Sandra Drumond",6654,299.27
"Tatiana Cruz",6912,100.3
"Karen Fernandes",4644,616.35
"Lorena Castro",3055,986.18
"Murilo Torres",3068,258.29
"Luiza Amorim",5263,545.51
"Mariana Pacheco",6372,243.6
"Priscila Drumond",4945,633.23
"Simone Lacerda",3436,429.79
"Sara Siqueira",4903,62.33
"Vitor Pinto",6121,682.59
"Larissa Ferreira",5454,536.25
"Hugo Azevedo",3166,393.89
"Heitor Garcia",5027,0.54
"Nicolas Esteves",2050,351.72
"Juliana Bezerra",4315,725.62
"Eduardo Maciel",4326,124.13
"Túlio Souza",5320,952.83
"Daniel Bezerra",2478,985.35
"Estela Morais",5901,803.74
"Samuel Alves",2623,441.77
"Sara Pinto",2209,379.73
"Sara Esteves",6206,13.22
"Emerson Oliveira",1447,796.37
"Renata Nogueira",4759,548.21
"Helena Amaral",3806,557.64
"Jefferson Muniz",1205,843.98
"Jacqueline Lacerda",3987,309.95
"Kátia Farias",1340,381.55
"Camila Muniz",6166,93.89
"Robson Silva",1171,705.45
"Marcelo Andrade",5866,790.03
"Renan Santos",6056,654.57
"Camila Rezende",4961,985.16
"Hugo Almeida",1490,425.83
"Pedro Almeida",5633,160.64
"Stella Gomes",1362,915.7
"Flávia Garcia",6867,894.69
"Ingrid Borges",1384,233.31
"Vivian Severino",5319,457.07
"Sandra Medeiros",6408,942.05
"Sofia Sá",5245,889.29
"Paula Lacerda",4902,677.74
"Hugo Almeida",1698,325.02
"Larissa Ferreira",5454,637.27
"Renan Maia",1511,21.89
"Marcos Pacheco",4754,119.12
"Vinícius Pacheco",2579,585.05
"Flávia Moreira",3850,295.56
"Beatriz Lima",5073,579.76
"Ana Melo",5567,962.58
"Kátia Assis",2893,735.61
"William Moreira",1237,463.32
"Beatriz Marinho",4370,728.64
"Rodrigo Rezende",4393,894.62
"Samuel Borges",1386,574.63
"Flávio Alves",1012,872.79
"Gabriel Souza",1547,471.35
"Vinícius Cardoso",3762,367.89
"Wallace Cavalcanti",4981,989.74
"Gabriele Andrade",2314,977.7
"Paula Farias",3073,998.28
"Ricardo Antunes",2735,837.77
"Sara Rodrigues",1487,898.18
"Simone Magalhães",6441,710.42
"Fabiana Marinho",2220,520.99
"Nicolas Pinto",3100,745.87
"Luciana Bernardo",2077,686.45
"Tatiana Silva",4614,648.86
"Mariana Sales",2713,784.36
"Túlio Bittencourt",3293,564.87
"Clara Coelho",6659,172.59
"Roberta Muniz",6201,352.33
"Diego Coelho",2761,215.88
"Sônia Bezerra",3490,924.8
"João Maciel",4352,515.74
"Carlos Aguiar",6195,216.76
"Nicole Delgado",3874,92.32
"Ingrid Sá",6919,15.77
"Gustavo Xavier",6318,716.45
"Sônia Bezerra",3490,120.04
"Vinícius Pacheco",2579,530.29
"Larissa Ferreira",5454,678.01
"Rafaela Macedo",3138,13.99
"Lívia Soares",2922,563.05
"Jefferson Bezerra",1191,395.49
"Sofia Martins",1631,37.57
"Gabriele Cardoso",3045,987.01
"Roberta Morais",2664,723.04
"Felipe Pereira",5476,972.22
"Clara Passos",1328,273.72
"Wallace Cavalcanti",4981,775.98
"Sueli Lacerda",1943,410.02
"Gisele Almeida",6170,843.59
"Nicolas Dias",5698,100.47
"Gisele Delgado",4016,311.93
"Bianca Moura",6829,935.31
"Sofia Valentim",6062,754.08
"Lorena Meireles",3140,630.44
"Thiago Torres",1924,22.2
"Marta Pereira",4479,822.34
"Igor Campos",1816,69.43
"Marcelo Queiroz",6124,245.02
"William Azevedo",4382,768.69
"Rafaela Sá",3111,310.41
"Isabela Almeida",5750,213.97
"Joaquim Medeiros",1604,549.57
"Jefferson Delgado",2421,310.46
"Juliana Alves",6336,42.89
"Kátia Xavier",1030,538.22
"Larissa Meireles",4128,129.31
"Renan Araújo",4023,133.95
"Nicole Braga",6714,395.89
"Larissa Ferreira",3770,960.29
"José Amaral",6089,951.41
"Letícia Meireles",6202,375.51
"Rebeca Fernandes",5137,481.45
"Nicole Magalhães",3447,291.46
"Tainá Serra",1272,950.95
"Vanessa Costa",1837,975.57
"Tatiane Valentim",3958,112.45
"Gustavo Almeida",3482,969.35
"Roberta Morais",2664,44.61
"Caio Medeiros",6368,490.37
"Eduardo Alves",4812,202.36
"Robson Fonseca",4185,315.33
"Estela Magalhães",1007,33.29
"Flávio Severino",3273,702.12
"Tatiana Neves",5757,133.45
"Vinícius Neves",2577,372.24
"Simone Barros",3882,601.97
"Nicole Antunes",3360,481.99
"Jacqueline Lacerda",3987,563.2
"Lorena Andrade",1484,618.47
"Ingrid Abreu",1524,666.08
"Aline Valente",1925,422.97
"Giovana Siqueira",4512,371.19
"Larissa Nascimento",2723,871.65
"Larissa Domingues",1164,952.52
"Raquel Teles",4565,609.62
"Gabriele Cardoso",3045,686.58
"Letícia Teles",4891,107.83
"Sofia Sá",5245,877.23
"Fabiana Ramos",6557,297.38
"Heitor Garcia",5027,217.26
"Ingrid Sá",6919,76.3
"Fabiana Campos",4559,506.9
"Elaine Freitas",6732,305.66
"Cristina Vieira",2518,373.69
"Nicole Soares",2409,996.41
"Natália Alves",1210,379.56
"Fábio Martins",1341,438.53
"Sueli Batista",6688,567.77
"Gustavo Xavier",6645,5.12
"Simone Novaes",6265,206.7
"Fábio Amorim",1367,611.5
"Michelle Borges",1125,24.23
"Sofia Monteiro",2457,658.84
"Beatriz Teixeira",3628,572.79
"Sueli Cavalcanti",2990,438.81
"Paulo Moura",6262,412.27
"Rebeca Fernandes",5137,829.45
"Flávia Araújo",2540,632.32
"Juliana Siqueira",1158,42.0
"Bruna Camargo",6223,414.16
"Letícia Pereira",3324,41.76
"Priscila Passos",2097,776.92
"Rodrigo Martins",6813,731.36
"José Nascimento",3350,21.66
"Wallace Valente",4919,568.16
"Carlos Batista",3367,364.79
"Gustavo Leite",2598,547.51
"Manuela Novaes",2971,640.65
"Rebeca Assis",6067,885.92
"Bruna Medeiros",6908,569.85
"Beatriz Bonfim",4791,935.79
"Murilo Lima",5080,244.79
"Michelle Araújo",5867,296.78
"Tatiana Morais",4707,785.24
"Marcos Antunes",1535,127.11
"Igor Valente",6727,854.03
"Vanessa Macedo",2779,639.95
"Sueli Oliveira",5738,962.75
"Jorge Souza",5306,757.19
"Vitor Camargo",5328,371.47
"Matheus Azevedo",3001,39.02
"Eduardo Maciel",4326,791.21
"Jorge Martins",3496,125.8
"Jorge Esteves",5739,951.15
"Tatiana Braga",3947,800.85
"Diego Figueiredo",3989,104.41
"Letícia Meireles",2483,320.2
"Nicolas Assis",2581,388.57
"Rodrigo Soares",5023,475.84
"Fábio Fonseca",2070,574.79
"Ricardo Muniz",5820,593.67
"Gabriel Serra",1917,509.27
"Simone Figueiredo",4057,987.57
"Letícia Pacheco",5103,795.09
"Joaquim Lima",3998,702.06
"Paulo Queiroz",6415,223.39
"Samuel Alves",2623,188.6
"Nicole Antunes",3360,749.58
"Beatriz Carvalho",6191,630.05
"Aline Tavares",1743,465.62
"Tatiane Valentim",3208,424.92
"Vivian Teles",2444,694.35
"João Pacheco",5207,749.7
"Gisele Andrade",5118,350.56
"Vivian Drumond",1908,72.21
"Fernanda Esteves",4251,68.49
"Fábio Delgado",1901,130.91
"Daniel Maciel",5071,843.5
"Patrícia Coelho",2186,418.85
"Lívia Silva",2878,784.13
"Gabriele Andrade",2314,184.58
"Ingrid Esteves",1864,412.45
"Daniel Siqueira",4034,834.16
"André Assis",1584,297.33
"Sônia Magalhães",6879,854.51
"Thiago Ramos",3666,120.44
"Roberta Dias",3571,440.14
"Sônia Torres",6367,696.76
"Lívia Santos",6429,577.0
"Giovana Siqueira",4512,185.69
"Jéssica Delgado",3900,673.27
"Murilo Domingues",6326,308.69
"Vitor Esteves",6766,492.59
"Renata Mendes",1361,384.21
"Larissa Queiroz",3301,511.83
"Beatriz Bonfim",4791,380.7
"Gustavo Drumond",6489,35.69
"Wallace Tavares",6074,847.54
"Raquel Batista",3212,198.16
"Paula Gomes",6711,982.58
"Aline Abreu",1896,818.66
"Paulo Esteves",3953,114.12
"Manuela Aguiar",4134,608.34
"Gabriele Vieira",5437,132.8
"Mariana Sales",2713,814.34
"Vanessa Andrade",6033,441.7
"Stella Azevedo",5667,831.31
"Daniel Cavalcanti",5376,37.32
"Letícia Morais",4365,340.77
"Paulo Rezende",2165,308.77
"Giovana Sales",3333,832.11
"Jorge Farias",2538,213.31
"Thiago Melo",1836,170.31
"Marta Carvalho",4434,665.37
"William Maia",6311,251.36
"Daniel Sales",1691,573.39
"Sabrina Figueiredo",6604,775.09
"Thiago Gomes",6164,785.29
"Stella Azevedo",5667,349.09
"Simone Meireles",1746,381.64
"Clara Rezende",5576,760.08
"Jefferson Muniz",1205,560.82
"Patrícia Arruda",6466,307.88
"Tainá Chaves",1578,114.18
"Flávio Fernandes",5446,792.08
"Nicolas Novaes",6269,473.34
"Jacqueline Oliveira",4196,365.56
"Sônia Mendes",3845,813.82
"Pedro Almeida",5633,295.92
"Sueli Delgado",5410,131.18
"Flávia Viana",2657,663.65
"Marta Teles",1593,298.04
"Lívia Campos",6637,780.16
"Manuela Aguiar",4134,516.64
"Sara Pereira",3853,138.86
"Sônia Mendes",3845,669.2
"Robson Borges",1630,976.29
"Clara Marinho",6233,859.8
"Caio Coelho",6186,807.18
"Vivian Dias",5733,816.48
"Patrícia Bernardo",1250,156.43
"Tainá Maia",5744,48.37
"Sara Rodrigues",3063,731.45
"Robson Garcia",1909,856.25
"Marcelo Jesus",4671,449.5
"Vinícius Cardoso",3762,988.18
"Nicole Almeida",6850,334.85
"Pedro Amaral",6518,418.03
"Jorge Souza",5306,911.77
"Sabrina Queiroz",2267,948.69
"Simone Macedo",5813,208.53
"Caio Araújo",6532,482.04
"Natália Peixoto",4542,489.55
"Hugo Ribeiro",6774,913.87
"Sabrina Figueiredo",6604,350.33
"Jéssica Costa",6697,800.09
"Vitor Amorim",3264,231.86
"Renan Santos",6056,71.07
"Bruna Camargo",6223,527.06
"Tatiana Cruz",6912,32.36
"Simone Cruz",5396,821.29
"Sara Ramos",4349,343.62
"Manuela Barros",3435,23.74
"Camila Fonseca",1815,442.56
